COD_CARTAO	IDADE_CLIENTE	RENDA_MENSAL_CLIENTE	BEHAVIOUR_SCORE_CLIENTE	QTD_TRANSACOES_3M	QTD_ITENS_3M	VALOR_GASTO_3M	TICKET_MEDIO_3M	FLAG_ELETRONICOS_3M	SATISFACAO_ULTIMA_COMPRA	VALOR_GASTO_PROX_12M
128870	32	15225	78	2	5	564	282	0	02_Satisfeito	469
357098	41	10395	73	2	6	801	400.5	0	02_Satisfeito	1430
191020	29	7470	65	2	5	474	237	0	01_Muito_Satisfeito	705
266842	88	28005	98	9	15	2009	223.22	1	Nao_Respondeu	11365
206489	29	10500	78	1	5	476	476	0	Nao_Respondeu	264
257980	19	1500	89	4	1	1524	381	0	03_Neutro	2438
183341	51	1500	88	5	7	1549	309.8	0	Nao_Respondeu	3247
273187	57	2325	84	2	8	1209	604.5	0	Nao_Respondeu	1276
178436	56	1500	76	2	8	1184	592	0	Nao_Respondeu	454
353350	45	16260	95	5	6	2313	462.6	1	Nao_Respondeu	7088
226266	37	1500	95	2	6	710	355	1	Nao_Respondeu	1127
216678	42	1500	57	3	6	1269	423	0	02_Satisfeito	853
256892	31	1500	41	4	3	1305	326.25	1	01_Muito_Satisfeito	1387
264864	46	14400	69	2	5	910	455	0	02_Satisfeito	1308
340254	38	7830	79	2	5	719	359.5	0	Nao_Respondeu	157
133438	69	20235	92	7	9	1523	217.57	1	03_Neutro	6923
351597	62	18390	96	5	9	1346	269.2	1	03_Neutro	5286
344170	20	1500	77	1	3	693	693	0	03_Neutro	0
152939	49	13350	81	5	7	2398	479.6	0	Nao_Respondeu	3734
189732	24	10950	66	2	4	337	168.5	0	02_Satisfeito	452
267973	28	9000	87	4	5	1358	339.5	0	03_Neutro	2378
182880	53	13995	89	5	7	1099	219.8	0	03_Neutro	3229
342335	36	1500	88	6	6	1870	311.67	0	Nao_Respondeu	4659
159933	18	3660	63	1	2	277	277	0	03_Neutro	0
201153	35	15360	79	3	5	646	215.33	0	02_Satisfeito	1058
337221	34	1500	87	5	5	1908	381.6	0	Nao_Respondeu	3230
307413	47	16440	91	4	7	940	235	1	Nao_Respondeu	2431
297965	45	1500	85	5	4	1639	327.8	0	Nao_Respondeu	3210
190787	31	5280	76	1	5	538	538	0	02_Satisfeito	274
275801	31	3570	86	3	5	1248	416	0	03_Neutro	1809
138176	32	10140	68	2	5	577	288.5	0	02_Satisfeito	866
255050	31	4890	81	3	5	1289	429.67	0	Nao_Respondeu	1795
235369	26	12525	54	1	4	759	759	1	01_Muito_Satisfeito	616
195187	75	19590	81	5	10	1675	335	0	Nao_Respondeu	3359
244469	46	1500	91	3	7	942	314	1	03_Neutro	2473
217844	45	1500	80	2	1	1349	674.5	0	Nao_Respondeu	624
152780	60	1500	97	5	8	1301	260.2	1	Nao_Respondeu	3618
297782	18	1500	63	1	1	79	79	0	05_Muito_Insatisfeito	0
255252	62	16725	97	7	9	1352	193.14	1	03_Neutro	5856
309761	31	2715	77	2	5	532	266	0	Nao_Respondeu	804
350262	54	19470	88	5	8	2043	408.6	0	03_Neutro	4360
320710	29	1500	75	1	1	2266	2266	0	02_Satisfeito	1481
174470	39	1875	73	2	6	744	372	0	Nao_Respondeu	577
224628	71	25065	92	6	10	1564	260.67	1	Nao_Respondeu	6738
187133	29	1500	77	1	5	467	467	0	Nao_Respondeu	378
330790	34	9660	88	4	5	1501	375.25	0	Nao_Respondeu	3151
306575	36	1500	88	5	6	1478	295.6	0	Nao_Respondeu	2984
194406	41	10740	69	3	6	802	267.33	0	Nao_Respondeu	953
194255	32	13290	88	3	5	1274	424.67	0	03_Neutro	1810
180422	50	15960	88	6	7	1035	172.5	0	Nao_Respondeu	4732
285582	36	15225	72	2	5	665	332.5	0	02_Satisfeito	895
266899	30	11730	92	5	5	1414	282.8	1	03_Neutro	4233
348469	35	16365	71	2	5	643	321.5	0	02_Satisfeito	592
305849	33	11235	86	5	5	1568	313.6	0	Nao_Respondeu	3461
152888	25	6570	46	3	4	1196	398.67	0	01_Muito_Satisfeito	1367
317648	29	1500	88	4	5	1347	336.75	0	03_Neutro	2479
285124	40	1500	88	5	6	1894	378.8	0	03_Neutro	3885
263420	38	4590	95	2	6	733	366.5	1	Nao_Respondeu	1159
239105	21	1500	42	1	4	796	796	0	05_Muito_Insatisfeito	0
183884	74	1500	98	6	10	1651	275.17	1	Nao_Respondeu	6796
177632	37	5355	69	2	6	679	339.5	0	03_Neutro	521
333247	37	13260	73	2	5	686	343	0	02_Satisfeito	1179
294032	80	8775	84	5	11	1800	360	0	02_Satisfeito	4282
172279	24	1500	91	3	4	1106	368.67	1	03_Neutro	1674
227457	31	1500	45	2	4	1848	924	0	02_Satisfeito	79
222654	21	1500	64	2	4	541	270.5	1	02_Satisfeito	550
197084	27	7320	74	2	4	1745	872.5	0	02_Satisfeito	1916
284647	32	8745	79	2	5	555	277.5	0	Nao_Respondeu	795
160690	32	13500	84	5	7	1360	272	0	Nao_Respondeu	3324
163907	47	5490	87	3	7	956	318.67	0	Nao_Respondeu	2004
288280	23	7125	62	3	4	824	274.67	0	02_Satisfeito	1008
268050	29	1500	78	1	5	478	478	0	03_Neutro	557
243951	38	1500	93	5	6	1546	309.2	1	Nao_Respondeu	4132
346776	66	25395	86	3	9	1445	481.67	0	Nao_Respondeu	2106
233532	67	23175	99	7	9	1473	210.43	1	05_Muito_Insatisfeito	7353
195866	35	10155	83	5	5	635	127	0	Nao_Respondeu	2482
318061	20	1500	48	1	4	948	948	0	Nao_Respondeu	0
142869	35	1500	87	4	5	1410	352.5	0	03_Neutro	2210
259749	44	16170	80	3	6	872	290.67	0	01_Muito_Satisfeito	2018
196212	28	1500	90	4	5	1347	336.75	1	03_Neutro	2109
286537	27	4800	54	1	3	761	761	0	Nao_Respondeu	0
287688	22	35400	97	8	15	4294	536.75	1	Nao_Respondeu	2098
308039	22	1500	46	3	4	1014	338	0	02_Satisfeito	1317
337084	44	1500	91	4	6	875	218.75	1	Nao_Respondeu	1875
222246	34	1500	64	1	4	1060	1060	0	05_Muito_Insatisfeito	0
292428	29	1500	54	1	3	487	487	0	02_Satisfeito	0
318415	24	7785	87	3	4	1070	356.67	0	Nao_Respondeu	1879
260400	29	8115	76	2	5	483	241.5	0	02_Satisfeito	641
354133	30	1500	71	2	5	496	248	0	02_Satisfeito	422
142499	28	11775	89	3	5	466	155.33	1	Nao_Respondeu	1077
205952	21	1500	81	2	3	843	421.5	0	02_Satisfeito	505
199588	51	16320	69	2	6	1050	525	0	02_Satisfeito	1678
269841	56	10020	72	3	6	1178	392.67	0	02_Satisfeito	1845
245634	60	1920	92	6	8	1287	214.5	1	03_Neutro	4132
252887	22	1500	31	1	1	903	903	0	02_Satisfeito	133
160959	45	14715	81	5	6	904	180.8	0	02_Satisfeito	2828
238990	61	17010	96	7	8	1321	188.71	1	03_Neutro	5831
318330	86	34320	99	8	11	1966	245.75	1	03_Neutro	12784
227191	47	14115	67	2	6	938	469	0	Nao_Respondeu	1401
302724	45	5445	84	5	7	898	179.6	0	03_Neutro	2266
197860	27	1500	65	1	5	1068	1068	0	02_Satisfeito	820
152721	44	14310	87	6	6	2217	369.5	0	Nao_Respondeu	5889
288373	32	1500	93	4	5	1400	350	1	Nao_Respondeu	2820
201304	39	1500	67	1	1	727	727	0	Nao_Respondeu	0
231648	42	17790	81	2	6	831	415.5	0	Nao_Respondeu	1309
200825	73	1500	98	7	10	1634	233.43	1	Nao_Respondeu	6953
331026	42	9090	80	3	3	815	271.67	0	02_Satisfeito	1249
322900	37	1500	31	1	5	1750	1750	0	Nao_Respondeu	127
145808	44	1500	61	3	7	1575	525	0	02_Satisfeito	1000
352600	19	1500	53	1	3	100	100	0	05_Muito_Insatisfeito	0
136481	58	1500	75	2	8	1226	613	0	02_Satisfeito	992
176281	26	1500	43	1	4	1054	1054	0	Nao_Respondeu	54
211460	42	1500	83	5	6	822	164.4	0	Nao_Respondeu	731
234839	32	1500	45	1	4	1849	1849	0	03_Neutro	445
306656	23	1500	32	1	2	631	631	0	02_Satisfeito	325
195800	59	1500	81	3	8	1275	425	0	03_Neutro	1103
227775	29	9360	78	1	5	467	467	0	02_Satisfeito	0
291588	53	2040	93	5	7	1108	221.6	1	Nao_Respondeu	2804
278083	21	1500	61	2	4	961	480.5	1	02_Satisfeito	1208
207308	42	13995	89	4	6	806	201.5	0	Nao_Respondeu	2107
232481	35	4470	80	2	5	645	322.5	1	01_Muito_Satisfeito	1227
218826	46	1500	27	4	4	2067	516.75	0	01_Muito_Satisfeito	2101
158816	26	1500	32	1	2	404	404	0	05_Muito_Insatisfeito	0
242754	55	18615	87	6	8	1175	195.83	0	Nao_Respondeu	5106
251774	61	8010	78	4	8	1312	328	0	03_Neutro	2426
212270	40	7380	80	4	6	1632	408	0	03_Neutro	2281
194319	26	2910	63	2	4	1091	545.5	0	04_Insatisfeito	304
227552	42	17685	85	5	6	1690	338	0	Nao_Respondeu	3479
243047	40	7050	57	3	6	1222	407.33	1	02_Satisfeito	1275
288298	37	1500	83	5	6	695	139	0	03_Neutro	1726
277245	23	9735	87	4	4	1058	264.5	0	Nao_Respondeu	1381
331076	18	6750	60	4	3	741	185.25	1	01_Muito_Satisfeito	1358
337574	82	2025	67	3	9	1871	623.67	0	Nao_Respondeu	2911
342270	42	1500	73	1	1	829	829	0	03_Neutro	50
178129	23	1500	48	1	4	841	841	0	05_Muito_Insatisfeito	164
308524	55	9690	69	1	6	1162	1162	0	Nao_Respondeu	63
169210	38	5955	59	3	5	1599	533	0	02_Satisfeito	2981
293184	32	1500	87	3	5	1302	434	0	03_Neutro	2005
333102	61	24600	97	7	8	1308	186.86	1	03_Neutro	6666
178235	24	1500	92	3	4	1098	366	1	03_Neutro	1776
242000	40	1500	87	5	6	1868	373.6	0	Nao_Respondeu	3928
235135	28	1500	98	4	5	1309	327.25	1	Nao_Respondeu	3090
266511	46	14445	93	5	7	932	186.4	1	Nao_Respondeu	3833
248271	32	15645	81	2	5	557	278.5	0	Nao_Respondeu	881
216869	50	16980	99	5	8	1024	204.8	1	Nao_Respondeu	4180
257271	39	4125	60	2	5	1350	675	0	03_Neutro	1304
269086	39	14340	71	2	6	763	381.5	0	Nao_Respondeu	880
187186	40	1500	68	1	1	766	766	0	Nao_Respondeu	0
215902	57	7650	80	6	5	2551	425.17	0	05_Muito_Insatisfeito	1229
226760	42	11760	93	4	6	828	207	1	Nao_Respondeu	2326
321538	30	3930	76	1	5	510	510	0	02_Satisfeito	379
280345	60	19770	89	5	8	1299	259.8	0	03_Neutro	4261
336562	26	1500	57	1	4	406	406	0	03_Neutro	0
290857	38	9420	81	3	5	701	233.67	0	Nao_Respondeu	1418
221252	20	1500	63	1	1	250	250	1	02_Satisfeito	0
236178	61	19770	96	6	8	1321	220.17	1	03_Neutro	5135
196891	53	1500	88	5	7	1108	221.6	0	03_Neutro	2710
261133	47	15450	86	3	7	955	318.33	0	Nao_Respondeu	1908
301366	39	1740	91	4	6	761	190.25	1	Nao_Respondeu	1396
245236	51	13275	74	2	7	1060	530	0	Nao_Respondeu	1444
157067	46	1860	91	4	7	913	228.25	1	Nao_Respondeu	1602
197925	29	14460	79	1	5	480	480	0	03_Neutro	0
282992	33	7620	63	1	5	1218	1218	0	Nao_Respondeu	407
316284	51	1500	83	4	7	1055	263.75	0	03_Neutro	1995
320449	62	1500	92	7	8	2371	338.71	1	03_Neutro	7941
333945	30	3450	62	2	4	518	259	0	02_Satisfeito	943
286283	36	13095	75	2	6	667	333.5	0	02_Satisfeito	1040
139608	27	7650	89	4	4	1259	314.75	0	Nao_Respondeu	2703
166593	26	1500	58	5	4	1121	224.2	0	02_Satisfeito	3234
147107	35	1500	64	1	1	655	655	0	04_Insatisfeito	0
312941	50	1500	97	4	7	1044	261	1	Nao_Respondeu	3172
217829	39	10965	80	2	5	729	364.5	0	02_Satisfeito	603
178849	25	7545	62	2	4	395	197.5	0	02_Satisfeito	487
275733	41	8220	76	3	5	1748	582.67	0	02_Satisfeito	2314
181170	19	10740	53	1	4	217	217	0	02_Satisfeito	0
215813	41	13920	83	4	6	1693	423.25	0	03_Neutro	2665
202196	23	10500	85	3	4	1117	372.33	0	Nao_Respondeu	2015
322558	37	9705	91	2	3	676	338	1	Nao_Respondeu	1106
238905	52	17880	80	5	7	1092	218.4	0	02_Satisfeito	4238
253642	40	1500	60	2	6	1244	622	0	Nao_Respondeu	357
328250	30	14910	78	2	5	514	257	0	02_Satisfeito	1230
268979	45	16470	74	2	7	904	452	0	Nao_Respondeu	1111
297704	35	1500	64	2	4	1333	666.5	0	02_Satisfeito	902
167141	27	1500	85	3	4	1382	460.67	0	03_Neutro	2535
335305	50	15225	72	2	6	1050	525	0	02_Satisfeito	1506
228638	29	8640	76	2	5	1090	545	0	03_Neutro	1506
296045	33	1500	53	1	5	583	583	0	02_Satisfeito	0
249771	18	1500	58	1	1	700	700	0	Nao_Respondeu	0
157503	31	1500	86	3	5	1210	403.33	0	Nao_Respondeu	1707
138524	46	10860	80	4	6	937	234.25	0	02_Satisfeito	1830
189616	51	16935	89	5	7	1058	211.6	0	03_Neutro	3298
268486	29	6915	76	2	5	1388	694	0	03_Neutro	1356
295738	55	1500	95	4	7	1160	290	1	Nao_Respondeu	1828
128128	47	16680	84	6	7	2140	356.67	0	02_Satisfeito	5231
340095	38	9420	72	2	6	732	366	0	02_Satisfeito	1303
243269	31	6435	77	3	4	1257	419	0	02_Satisfeito	1755
309629	47	11055	83	4	7	943	235.75	0	03_Neutro	1763
172118	42	12015	73	3	6	824	274.67	0	Nao_Respondeu	1156
286317	25	1500	87	4	2	1048	262	0	Nao_Respondeu	1729
209612	32	11220	74	1	4	567	567	0	01_Muito_Satisfeito	1101
322390	69	13260	68	3	7	1508	502.67	0	03_Neutro	3078
282517	60	22245	84	1	8	1296	1296	0	Nao_Respondeu	3193
245946	36	8925	83	5	6	1368	273.6	0	02_Satisfeito	3456
188732	19	1500	79	1	2	907	907	0	02_Satisfeito	349
232827	33	1500	67	2	5	598	299	0	02_Satisfeito	286
146654	64	1500	88	5	9	1391	278.2	0	Nao_Respondeu	3397
260707	65	20610	89	6	9	1402	233.67	0	Nao_Respondeu	5296
345908	31	1500	79	1	1	1475	1475	0	04_Insatisfeito	0
268176	24	1500	62	1	4	647	647	0	02_Satisfeito	205
276798	35	13410	81	3	5	646	215.33	0	02_Satisfeito	1494
158371	20	6000	77	1	3	704	704	0	Nao_Respondeu	115
263686	26	5490	63	1	4	402	402	0	03_Neutro	0
195401	43	1500	95	5	6	842	168.4	1	Nao_Respondeu	1973
264665	65	20205	71	5	8	1403	280.6	0	01_Muito_Satisfeito	4710
168813	27	1500	90	4	5	1273	318.25	1	Nao_Respondeu	2010
262271	59	22470	83	3	8	1256	418.67	0	Nao_Respondeu	2081
135584	46	11145	74	3	6	939	313	0	03_Neutro	1479
294521	57	18795	88	6	8	1206	201	0	Nao_Respondeu	4633
173033	41	14460	86	3	6	805	268.33	0	Nao_Respondeu	1495
244874	40	5235	75	2	5	1740	870	0	03_Neutro	2102
311324	30	1500	67	1	5	516	516	0	02_Satisfeito	171
209295	62	9420	76	3	8	1339	446.33	0	Nao_Respondeu	2430
249813	29	11265	88	5	5	1605	321	0	03_Neutro	3923
307929	32	15615	81	2	5	543	271.5	0	02_Satisfeito	1100
257702	32	4740	46	3	4	1318	439.33	0	Nao_Respondeu	979
153499	25	8895	76	2	4	1229	614.5	0	Nao_Respondeu	1278
179805	29	10875	88	3	5	1566	522	0	Nao_Respondeu	2899
215836	37	21135	54	2	7	1187	593.5	1	02_Satisfeito	3074
193770	29	4635	59	1	4	487	487	0	02_Satisfeito	101
316345	28	11790	89	3	5	465	155	0	Nao_Respondeu	894
334023	20	6750	78	1	4	921	921	0	03_Neutro	274
347595	42	6000	84	3	6	812	270.67	0	Nao_Respondeu	1329
204956	32	1500	64	2	4	941	470.5	1	02_Satisfeito	544
301321	51	1500	48	3	5	1750	583.33	0	02_Satisfeito	2847
268978	71	23205	91	6	10	1591	265.17	1	Nao_Respondeu	5360
260735	49	2355	91	5	7	2069	413.8	1	03_Neutro	5487
127921	42	1500	91	6	6	1863	310.5	1	Nao_Respondeu	6086
225358	49	17565	79	2	7	1007	503.5	0	03_Neutro	1731
287381	59	5430	75	3	6	1255	418.33	0	02_Satisfeito	2355
130409	70	22125	96	7	10	1553	221.86	1	Nao_Respondeu	7060
183859	53	16980	85	6	7	2237	372.83	0	Nao_Respondeu	5611
238198	53	9240	90	5	8	1129	225.8	1	Nao_Respondeu	2552
207326	37	1500	36	1	5	1553	1553	0	02_Satisfeito	268
128734	62	2100	74	2	9	1331	665.5	0	04_Insatisfeito	450
282715	48	5010	53	2	5	1957	978.5	0	03_Neutro	729
222069	32	1500	68	1	4	575	575	0	05_Muito_Insatisfeito	273
202222	23	1500	91	3	4	1036	345.33	1	Nao_Respondeu	1801
148170	49	17460	68	2	7	988	494	0	Nao_Respondeu	1607
246909	71	1500	81	2	10	1579	789.5	0	04_Insatisfeito	1389
183731	37	16200	91	2	6	697	348.5	1	Nao_Respondeu	1402
289098	30	10485	75	2	5	517	258.5	0	02_Satisfeito	612
251496	66	22800	94	7	9	2368	338.29	1	Nao_Respondeu	7237
135205	32	14910	87	4	5	1382	345.5	0	03_Neutro	2904
320223	30	11205	82	2	5	503	251.5	0	02_Satisfeito	916
285954	28	11430	90	3	5	459	153	1	03_Neutro	1374
337984	69	11550	66	2	6	2080	1040	0	02_Satisfeito	2420
268973	51	13110	63	3	5	1923	641	0	01_Muito_Satisfeito	3972
193416	32	2595	39	1	4	1485	1485	0	05_Muito_Insatisfeito	0
347052	37	2250	84	5	6	1708	341.6	0	03_Neutro	3180
315631	41	1500	77	2	6	788	394	0	Nao_Respondeu	683
203294	19	1500	64	3	3	680	226.67	0	03_Neutro	617
223681	31	1500	37	1	3	793	793	0	04_Insatisfeito	302
307230	59	16290	89	5	8	1267	253.4	0	Nao_Respondeu	3228
251813	23	1500	38	1	4	994	994	0	03_Neutro	0
260682	50	8850	74	3	7	1045	348.33	0	03_Neutro	1993
200516	28	1500	90	4	5	1337	334.25	1	03_Neutro	2070
273648	30	3570	80	2	5	502	251	0	Nao_Respondeu	494
260192	21	11115	87	4	4	1001	250.25	0	Nao_Respondeu	1607
186625	23	9465	80	2	4	1034	517	0	02_Satisfeito	1401
253418	22	22095	90	7	14	2298	328.29	1	Nao_Respondeu	9995
132754	37	1500	93	5	6	1786	357.2	1	Nao_Respondeu	4489
249229	26	13260	68	1	4	386	386	0	Nao_Respondeu	0
157017	73	12000	86	5	9	1644	328.8	0	Nao_Respondeu	4985
250052	21	1500	62	1	4	275	275	1	02_Satisfeito	0
238919	21	6255	78	2	4	823	411.5	0	02_Satisfeito	429
292633	85	18015	94	8	13	1943	242.88	1	03_Neutro	12286
148646	40	2400	93	5	6	765	153	1	Nao_Respondeu	1631
145015	28	3120	50	1	3	452	452	0	Nao_Respondeu	0
275582	26	12180	79	3	4	1182	394	0	Nao_Respondeu	2228
144335	34	10320	73	2	5	600	300	0	02_Satisfeito	794
308432	20	8055	78	1	3	598	598	0	02_Satisfeito	0
251771	27	1500	67	1	4	1002	1002	0	04_Insatisfeito	0
205826	45	7065	54	2	7	2206	1103	0	02_Satisfeito	1232
355777	42	1500	62	5	5	2012	402.4	0	02_Satisfeito	3588
196897	59	20745	80	2	7	1252	626	0	02_Satisfeito	2919
132306	55	1500	88	4	8	1152	288	0	03_Neutro	2604
284093	40	1500	80	4	4	1575	393.75	0	02_Satisfeito	2233
314868	62	1500	97	7	9	1348	192.57	1	03_Neutro	6484
330944	57	7620	85	5	8	1197	239.4	0	Nao_Respondeu	3186
211919	36	16740	76	2	6	672	336	0	Nao_Respondeu	940
324184	36	14190	70	2	6	670	335	0	02_Satisfeito	952
202185	26	7260	59	2	4	403	201.5	0	Nao_Respondeu	0
336044	28	10710	78	1	5	474	474	0	04_Insatisfeito	0
192336	29	2280	61	2	5	1014	507	0	Nao_Respondeu	624
129988	52	19320	89	4	7	1099	274.75	1	03_Neutro	2827
353622	38	1500	89	6	6	2007	334.5	1	Nao_Respondeu	4734
275714	25	10050	66	1	4	393	393	0	Nao_Respondeu	231
174054	41	13215	82	3	6	788	262.67	0	02_Satisfeito	1268
250393	54	11160	80	3	6	1133	377.67	0	Nao_Respondeu	1975
356256	37	1500	79	3	3	1464	488	0	02_Satisfeito	2156
244484	41	13545	73	2	6	795	397.5	0	02_Satisfeito	789
293421	35	10740	81	2	5	650	325	0	Nao_Respondeu	581
265084	36	8850	67	2	6	679	339.5	0	02_Satisfeito	755
323901	25	10260	86	3	4	370	123.33	0	Nao_Respondeu	802
300111	64	24570	89	6	9	1396	232.67	0	03_Neutro	4984
181298	26	11985	64	4	4	1128	282	0	02_Satisfeito	1293
264788	33	10425	80	2	5	600	300	0	01_Muito_Satisfeito	1231
271256	43	5190	62	4	5	2088	522	0	02_Satisfeito	2603
276359	37	10635	75	2	6	705	352.5	0	Nao_Respondeu	557
243313	34	14505	72	4	5	615	153.75	1	01_Muito_Satisfeito	1939
174010	34	4350	78	2	5	1254	627	0	04_Insatisfeito	977
273446	35	1500	45	2	5	1583	791.5	0	02_Satisfeito	729
153532	35	8340	79	2	3	639	319.5	0	03_Neutro	1602
222220	57	21870	88	5	8	1217	243.4	0	03_Neutro	4282
289487	48	1500	91	4	7	983	245.75	1	Nao_Respondeu	2548
271081	41	1500	84	3	6	800	266.67	0	Nao_Respondeu	1626
212375	33	7500	75	2	5	595	297.5	0	Nao_Respondeu	871
254579	27	1500	42	1	4	428	428	0	05_Muito_Insatisfeito	0
177457	30	12630	86	3	5	1368	456	0	Nao_Respondeu	2581
347204	40	4440	65	3	5	1459	486.33	0	02_Satisfeito	1058
241711	20	1500	82	2	4	820	410	0	02_Satisfeito	479
151315	27	9570	59	2	4	433	216.5	1	01_Muito_Satisfeito	486
308174	39	4020	60	1	5	749	749	0	02_Satisfeito	0
160579	66	20400	94	6	9	1445	240.83	1	Nao_Respondeu	5362
193280	48	17970	72	2	7	990	495	0	Nao_Respondeu	1390
170858	32	12480	67	1	5	561	561	0	02_Satisfeito	455
181710	43	6000	62	4	5	1624	406	0	Nao_Respondeu	1227
173322	42	1500	83	2	6	2035	1017.5	0	05_Muito_Insatisfeito	1453
307390	41	7320	62	3	5	1211	403.67	0	Nao_Respondeu	979
216906	66	17085	91	6	9	1447	241.17	1	Nao_Respondeu	4486
140532	33	7410	83	4	5	1326	331.5	0	03_Neutro	2398
324632	46	1500	29	5	6	2252	450.4	0	02_Satisfeito	4135
173473	39	1500	43	1	5	1856	1856	0	05_Muito_Insatisfeito	0
316698	20	1500	77	1	3	699	699	0	Nao_Respondeu	0
185544	29	11190	81	2	5	476	238	1	01_Muito_Satisfeito	887
338302	53	11685	87	4	7	1106	276.5	0	03_Neutro	2582
305947	38	1500	90	2	6	723	361.5	1	Nao_Respondeu	1025
130783	48	18720	80	3	6	976	325.33	0	02_Satisfeito	2176
161959	27	16035	44	1	6	956	956	0	02_Satisfeito	161
250999	42	6510	85	3	6	801	267	0	03_Neutro	1919
345196	37	1500	53	1	5	690	690	0	05_Muito_Insatisfeito	0
215323	30	1500	63	1	1	497	497	0	02_Satisfeito	0
171045	27	5970	76	3	4	1174	391.33	0	02_Satisfeito	1334
142804	38	1500	58	3	4	1405	468.33	0	02_Satisfeito	2728
151391	52	15060	88	6	7	1757	292.83	0	Nao_Respondeu	5311
318240	62	6015	76	3	9	1358	452.67	0	Nao_Respondeu	1232
138664	20	6510	78	1	3	697	697	0	Nao_Respondeu	0
208659	61	3285	92	5	9	1328	265.6	1	Nao_Respondeu	3296
286024	30	7980	75	1	5	509	509	0	03_Neutro	0
305494	20	5085	90	4	3	717	179.25	1	Nao_Respondeu	1202
194273	32	8640	86	3	5	1244	414.67	0	Nao_Respondeu	2256
259391	29	7110	57	3	5	904	301.33	0	02_Satisfeito	1110
220856	29	9600	73	2	5	1416	708	0	Nao_Respondeu	1715
309963	53	1500	93	5	7	1106	221.2	1	Nao_Respondeu	3301
338970	26	3315	56	2	4	851	425.5	0	02_Satisfeito	654
186462	60	17160	80	6	7	1278	213	1	01_Muito_Satisfeito	4733
245108	30	9105	66	2	5	994	497	0	04_Insatisfeito	1634
161653	35	6225	81	4	3	1341	335.25	0	02_Satisfeito	2407
312849	39	13680	67	2	5	744	372	0	Nao_Respondeu	431
328524	26	1500	85	3	4	1173	391	0	03_Neutro	1678
343510	50	1500	71	2	5	1031	515.5	0	Nao_Respondeu	977
129476	54	1500	93	4	8	1143	285.75	1	03_Neutro	2647
278109	30	1500	47	1	5	1581	1581	0	Nao_Respondeu	1213
206248	40	1500	68	1	1	768	768	0	05_Muito_Insatisfeito	0
216171	39	1740	91	4	6	761	190.25	1	03_Neutro	1483
328874	54	19770	89	5	8	1136	227.2	1	03_Neutro	4334
135672	40	11970	79	4	6	1668	417	0	03_Neutro	1691
311679	21	6660	62	1	4	287	287	0	02_Satisfeito	305
134148	25	6780	64	2	4	813	406.5	0	02_Satisfeito	743
161347	40	7620	66	2	5	762	381	1	01_Muito_Satisfeito	1033
289311	40	4185	71	2	6	753	376.5	0	02_Satisfeito	1003
317089	64	19215	86	6	9	2171	361.83	0	Nao_Respondeu	7101
175784	30	1500	54	3	3	1105	368.33	0	02_Satisfeito	1609
136649	75	1500	94	7	10	2243	320.43	1	03_Neutro	6985
230692	58	12420	67	3	7	1259	419.67	1	02_Satisfeito	3086
206030	29	12885	90	3	5	1202	400.67	1	03_Neutro	2308
277621	20	5280	78	1	3	693	693	0	04_Insatisfeito	0
282124	46	15930	78	3	6	939	313	0	Nao_Respondeu	1791
288728	47	9795	77	2	7	936	468	0	03_Neutro	1554
310413	35	13305	79	2	5	640	320	0	03_Neutro	702
345032	43	4860	59	4	5	1429	357.25	0	04_Insatisfeito	1720
195424	19	7140	91	3	3	848	282.67	1	03_Neutro	1282
197276	52	4140	71	2	7	1072	536	0	04_Insatisfeito	1227
175034	61	1500	90	6	8	2566	427.67	1	03_Neutro	6033
169782	51	1500	77	3	7	1053	351	0	02_Satisfeito	2110
178084	28	1500	46	2	4	1248	624	0	04_Insatisfeito	681
162328	31	13095	81	3	5	518	172.67	0	02_Satisfeito	1375
254322	23	6180	64	1	4	895	895	0	02_Satisfeito	225
203822	55	19230	88	7	8	2459	351.29	0	03_Neutro	7614
302303	57	20190	81	3	8	1209	403	0	02_Satisfeito	2861
233692	22	1500	42	2	4	972	486	0	02_Satisfeito	342
139554	37	4050	73	2	6	692	346	0	Nao_Respondeu	954
143462	38	9195	70	3	3	714	238	0	Nao_Respondeu	978
249722	32	1500	87	3	5	1904	634.67	0	Nao_Respondeu	2585
301675	30	1500	32	1	3	1047	1047	0	04_Insatisfeito	0
344259	33	8865	67	3	5	1233	411	0	02_Satisfeito	1325
298560	28	10875	83	1	5	437	437	0	Nao_Respondeu	281
194498	60	1500	94	5	8	1290	258	1	03_Neutro	3809
310747	38	1500	81	2	1	1847	923.5	0	02_Satisfeito	999
175832	58	18885	72	1	6	1241	1241	0	04_Insatisfeito	1677
229442	46	7980	80	5	5	1901	380.2	0	02_Satisfeito	3236
176625	58	18360	90	6	15	1244	207.33	1	03_Neutro	4582
261824	60	1500	69	2	7	1292	646	0	03_Neutro	669
221584	22	1500	84	3	4	1085	361.67	0	03_Neutro	1830
157961	33	1500	90	3	5	1325	441.67	1	03_Neutro	829
335621	52	21360	76	2	7	1075	537.5	0	01_Muito_Satisfeito	1052
155534	27	1500	61	2	4	854	427	0	02_Satisfeito	456
227646	38	14040	89	2	6	724	362	1	03_Neutro	1300
236815	57	13455	93	6	8	1231	205.17	1	03_Neutro	5482
353573	48	20145	86	4	7	986	246.5	0	03_Neutro	2858
